year;month;mc;v_flow_mean;v_rainfall_total
2000;1;6;22.27;495.73
2000;2;6;27.03;253.13
2000;3;6;28.05;511.95
2000;4;6;34.22;379.01
2000;5;6;60.77;195.68
2000;6;6;49.42;437.18
2000;7;6;38.90;188.90
2000;8;6;45.22;55.20
2000;9;6;43.22;55.20
2000;10;6;36.53;187.15
2000;11;6;32.87;227.70
2000;12;6;16.64;185.35
2001;1;6;11.16;121.06
2001;2;6;14.39;207.34
2001;3;6;16.59;68.13
2001;4;6;19.81;251.17
2001;5;6;29.80;76.70
2001;6;6;36.61;257.13
2001;7;6;37.81;47.71
2001;8;6;31.07;42.44
2001;9;6;29.92;6.82
2001;10;6;12.52;196.81
2001;11;6;15.37;269.71
2001;12;6;16.92;356.72
2002;1;6;9.08;320.66
2002;2;6;23.84;135.40
2002;3;6;25.39;99.50
2002;4;6;21.19;322.61
2002;5;6;25.68;401.49
2002;6;6;47.41;287.50
2002;7;6;30.98;71.20
2002;8;6;31.69;62.80
2002;9;6;17.05;66.94
2002;10;6;18.73;101.76
2002;11;6;17.14;407.84
2002;12;6;14.64;113.27
2003;1;6;21.50;183.99
2003;2;6;22.92;146.70
2003;3;6;25.16;162.90
2003;4;6;94.85;158.00
2003;5;6;115.40;219.40
2003;6;6;113.70;68.90
2003;7;6;115.00;255.00
2003;8;6;100.80;57.20
2003;9;6;88.43;34.70
2003;10;6;105.30;218.75
2003;11;6;93.47;217.45
2003;12;6;90.49;413.03
2004;1;6;75.70;169.07
2004;2;6;69.43;153.25
2004;3;6;74.23;184.57
2004;4;6;95.08;26.88
2004;5;6;117.80;294.67
2004;6;6;127.80;199.25
2004;7;6;120.30;39.36
2004;8;6;122.20;88.83
2004;9;6;101.20;13.50
2004;10;6;111.80;197.37
2004;11;6;112.40;308.82
2004;12;6;91.91;274.73
2005;1;6;11.82;306.92
2005;2;6;20.77;183.81
2005;3;6;12.19;543.67
2005;4;6;26.94;273.46
2005;5;6;30.02;182.46
2005;6;6;24.35;311.84
2005;7;6;22.44;28.10
2005;8;6;37.43;115.80
2005;9;6;29.10;142.98
2005;10;6;27.59;126.92
2005;11;6;27.48;443.40
2005;12;6;21.11;221.59
2006;1;6;19.99;318.91
2006;2;6;15.95;463.60
2006;3;6;21.95;352.90
2006;4;6;31.75;325.41
2006;5;6;44.03;288.64
2006;6;6;48.41;126.66
2006;7;6;38.60;187.11
2006;8;6;23.67;59.65
2006;9;6;26.57;40.43
2006;10;6;21.80;71.20
2006;11;6;31.23;341.96
2006;12;6;20.47;257.20
2007;1;6;13.50;97.53
2007;2;6;10.46;88.90
2007;3;6;19.43;60.20
2007;4;6;33.68;339.59
2007;5;6;30.11;407.42
2007;6;6;60.25;286.71
2007;7;6;39.42;52.48
2007;8;6;37.85;204.00
2007;9;6;23.45;136.00
2007;10;6;28.47;23.20
2007;11;6;27.24;585.73
2007;12;6;23.76;350.83
2008;1;6;14.03;409.53
2008;2;6;22.91;273.30
2008;3;6;21.23;261.77
2008;4;6;23.69;363.55
2008;5;6;34.47;416.38
2008;6;6;42.32;261.59
2008;7;6;48.79;116.19
2008;8;6;36.05;134.44
2008;9;6;32.19;236.59
2008;10;6;26.60;120.60
2008;11;6;26.84;94.59
2008;12;6;21.37;413.60
2009;1;6;20.58;440.11
2009;2;6;17.83;378.15
2009;3;6;18.98;231.40
2009;4;6;24.03;334.07
2009;5;6;21.14;221.97
2009;6;6;31.14;84.51
2009;7;6;30.61;89.76
2009;8;6;28.11;49.05
2009;9;6;16.96;119.90
2009;10;6;14.36;43.00
2009;11;6;11.68;248.70
2009;12;6;8.02;127.88
2010;1;6;6.81;214.52
2010;2;6;7.02;88.50
2010;3;6;11.99;165.50
2010;4;6;23.18;354.30
2010;5;6;25.18;590.31
2010;6;6;29.71;268.02
2010;7;6;41.58;163.09
2010;8;6;24.14;245.40
2010;9;6;26.32;112.10
2010;10;6;17.71;240.58
2010;11;6;32.42;191.88
2010;12;6;27.03;796.52
2011;1;6;17.44;412.22
2011;2;6;19.19;100.58
2011;3;6;23.85;223.85
2011;4;6;36.47;188.72
2011;5;6;42.22;421.63
2011;6;6;37.13;142.95
2011;7;6;36.64;198.55
2011;8;6;22.55;163.60
2011;9;6;24.70;21.30
2011;10;6;27.92;201.92
2011;11;6;32.09;358.73
2011;12;6;34.54;386.69
2012;1;6;24.58;307.26
2012;2;6;27.76;416.47
2012;3;6;24.85;139.16
2012;4;6;32.08;190.27
2012;5;6;39.43;295.70
2012;6;6;35.11;107.80
2012;7;6;37.94;69.50
2012;8;6;33.19;51.20
2012;9;6;27.24;18.40
2012;10;6;31.65;37.40
2012;11;6;16.59;388.50
2012;12;6;15.73;248.78
2013;1;6;10.54;211.12
2013;2;6;17.86;140.51
2013;3;6;22.87;141.59
2013;4;6;18.32;228.00
2013;5;6;31.70;286.34
2013;6;6;27.59;224.48
2013;7;6;35.81;76.28
2013;8;6;38.10;29.00
2013;9;6;28.77;103.30
2013;10;6;21.96;119.00
2013;11;6;18.61;125.00
2013;12;6;22.44;342.39
2014;1;6;16.38;397.81
2014;2;6;12.76;249.09
2014;3;6;19.75;307.71
2014;4;6;21.19;214.90
2014;5;6;22.30;185.75
2014;6;6;42.41;281.23
2014;7;6;44.70;32.92
2014;8;6;36.86;13.60
2014;9;6;34.52;33.00
2014;10;6;23.49;162.51
2014;11;6;18.71;236.03
2014;12;6;10.73;141.65
2015;1;6;12.65;43.10
2015;2;6;24.70;288.50
2015;3;6;25.13;146.25
2015;4;6;25.84;240.45
2015;5;6;23.44;132.30
2015;6;6;28.82;54.20
2015;7;6;46.87;24.90
2015;8;6;26.09;24.30
2015;9;6;18.56;18.20
2015;10;6;23.85;44.82
2015;11;6;21.21;221.82
2015;12;6;15.92;159.76
2016;1;6;11.06;0.00
2016;2;6;16.58;261.70
2016;3;6;15.89;121.29
2016;4;6;19.77;319.33
2016;5;6;24.30;369.05
